FECHA;Precipitación: l/m2
03/10/2017;0
04/10/2017;0
05/10/2017;0
06/10/2017;0
07/10/2017;0
08/10/2017;0
09/10/2017;0
10/10/2017;0
11/10/2017;0
12/10/2017;0
13/10/2017;0
14/10/2017;0
15/10/2017;0
16/10/2017;0
17/10/2017;0
18/10/2017;13.8
19/10/2017;2.9
20/10/2017;0
21/10/2017;0
22/10/2017;0
23/10/2017;0
24/10/2017;0
25/10/2017;0
26/10/2017;0
27/10/2017;0
28/10/2017;0
29/10/2017;0
30/10/2017;0
31/10/2017;0
01/11/2017;0
02/11/2017;0
03/11/2017;7.3
04/11/2017;15.3
05/11/2017;0
06/11/2017;0
07/11/2017;0
08/11/2017;0
09/11/2017;0
10/11/2017;0
11/11/2017;0
12/11/2017;0
13/11/2017;0
14/11/2017;0
15/11/2017;0
16/11/2017;0
17/11/2017;0
18/11/2017;0
19/11/2017;0
20/11/2017;0
21/11/2017;0
22/11/2017;0
23/11/2017;0
24/11/2017;0
25/11/2017;0
26/11/2017;0
27/11/2017;0
28/11/2017;2.1
29/11/2017;
30/11/2017;0
01/12/2017;0
02/12/2017;0
03/12/2017;0
04/12/2017;0
05/12/2017;0
06/12/2017;0
07/12/2017;0
08/12/2017;0
09/12/2017;0
10/12/2017;0
11/12/2017;
12/12/2017;0
13/12/2017;0
14/12/2017;
15/12/2017;2.4
16/12/2017;0.1
17/12/2017;0
18/12/2017;0
19/12/2017;0
20/12/2017;0
21/12/2017;0
22/12/2017;0
23/12/2017;0
24/12/2017;0
25/12/2017;4.4
26/12/2017;3.8
27/12/2017;4.8
28/12/2017;0
29/12/2017;0
30/12/2017;0
31/12/2017;0
01/01/2018;0
02/01/2018;0
03/01/2018;0
04/01/2018;0
05/01/2018;0.8
06/01/2018;37.8
07/01/2018;0
08/01/2018;2.3
09/01/2018;6
10/01/2018;7.9
11/01/2018;0
12/01/2018;0
13/01/2018;6.7
14/01/2018;1.8
15/01/2018;0.1
16/01/2018;0
17/01/2018;0
18/01/2018;0
19/01/2018;0
20/01/2018;0
21/01/2018;0
22/01/2018;0.1
23/01/2018;0
24/01/2018;0
25/01/2018;2.2
26/01/2018;0
27/01/2018;0
28/01/2018;
29/01/2018;
30/01/2018;0
31/01/2018;0
01/02/2018;0
02/02/2018;0
03/02/2018;0
04/02/2018;0.9
05/02/2018;0.6
06/02/2018;0
07/02/2018;0
08/02/2018;0
09/02/2018;0
10/02/2018;0
11/02/2018;0
12/02/2018;0.3
13/02/2018;0
14/02/2018;0
15/02/2018;0
16/02/2018;0
17/02/2018;0
18/02/2018;0
19/02/2018;0
20/02/2018;0
21/02/2018;0
22/02/2018;0
23/02/2018;0
24/02/2018;0
25/02/2018;0
26/02/2018;3.1
27/02/2018;0.4
28/02/2018;10.8
01/03/2018;7.8
02/03/2018;29.2
03/03/2018;5.2
04/03/2018;17.1
05/03/2018;6.8
06/03/2018;5.1
07/03/2018;5.3
08/03/2018;16.1
09/03/2018;2.9
10/03/2018;13.5
11/03/2018;14.7
12/03/2018;0.3
13/03/2018;3.9
14/03/2018;0.7
15/03/2018;18.4
16/03/2018;0.7
17/03/2018;49.4
18/03/2018;0.4
19/03/2018;17.8
20/03/2018;0
21/03/2018;0
22/03/2018;0
23/03/2018;1.4
24/03/2018;3.8
25/03/2018;12.2
26/03/2018;0.1
27/03/2018;0
28/03/2018;0
29/03/2018;0
30/03/2018;1.3
31/03/2018;0.1
01/04/2018;0
02/04/2018;0
03/04/2018;0
04/04/2018;0
05/04/2018;0
06/04/2018;0
07/04/2018;16.3
08/04/2018;4
09/04/2018;0.3
10/04/2018;14.6
11/04/2018;0
12/04/2018;13.8
13/04/2018;2.3
14/04/2018;0
15/04/2018;0
16/04/2018;2.9
17/04/2018;0
18/04/2018;0
19/04/2018;0
20/04/2018;0
21/04/2018;0.3
22/04/2018;0.1
23/04/2018;0.4
24/04/2018;3.8
25/04/2018;1
26/04/2018;0
27/04/2018;0
28/04/2018;0
29/04/2018;0.1
30/04/2018;0
01/05/2018;8.8
02/05/2018;0
03/05/2018;0
04/05/2018;0
05/05/2018;0
06/05/2018;0.1
07/05/2018;0
08/05/2018;0
09/05/2018;0
10/05/2018;0
11/05/2018;0
12/05/2018;0
13/05/2018;0
14/05/2018;0
15/05/2018;0
16/05/2018;0
17/05/2018;0
18/05/2018;2.4
19/05/2018;6.3
20/05/2018;12.8
21/05/2018;24.1
22/05/2018;0
23/05/2018;0
24/05/2018;0.6
25/05/2018;0.5
26/05/2018;0
27/05/2018;0
28/05/2018;0
29/05/2018;0
30/05/2018;0
31/05/2018;0
01/06/2018;0
02/06/2018;0
03/06/2018;0
04/06/2018;0
05/06/2018;0
06/06/2018;0
07/06/2018;0
08/06/2018;0.3
09/06/2018;0
10/06/2018;0
11/06/2018;0
12/06/2018;0
13/06/2018;0
14/06/2018;0
15/06/2018;0
16/06/2018;0
17/06/2018;0
18/06/2018;0
19/06/2018;0
20/06/2018;0
21/06/2018;0
22/06/2018;0
23/06/2018;0
24/06/2018;0
25/06/2018;0
26/06/2018;0
27/06/2018;0
28/06/2018;0
29/06/2018;0
30/06/2018;0
01/07/2018;0
02/07/2018;0
03/07/2018;0
04/07/2018;0
05/07/2018;0
06/07/2018;0
07/07/2018;0
08/07/2018;0
09/07/2018;0
10/07/2018;0
11/07/2018;0
12/07/2018;0
13/07/2018;0
14/07/2018;0
15/07/2018;0
16/07/2018;0
17/07/2018;0
18/07/2018;0
19/07/2018;0
20/07/2018;0
21/07/2018;0
22/07/2018;0
23/07/2018;0
24/07/2018;0
25/07/2018;0
26/07/2018;0
27/07/2018;0
28/07/2018;0
29/07/2018;0
30/07/2018;0
31/07/2018;0
01/08/2018;0
02/08/2018;0
03/08/2018;0
04/08/2018;0
05/08/2018;0
06/08/2018;0
07/08/2018;0
08/08/2018;0
09/08/2018;0
10/08/2018;0
11/08/2018;0
12/08/2018;0
13/08/2018;0
14/08/2018;0
15/08/2018;0
16/08/2018;0
17/08/2018;0
18/08/2018;0
19/08/2018;0
20/08/2018;0
21/08/2018;0
22/08/2018;0
23/08/2018;0
24/08/2018;0
25/08/2018;0
26/08/2018;0
27/08/2018;0
28/08/2018;0
29/08/2018;0
30/08/2018;0
31/08/2018;0
01/09/2018;0
02/09/2018;0
03/09/2018;0
04/09/2018;0
05/09/2018;0
06/09/2018;0
07/09/2018;0
08/09/2018;3.6
09/09/2018;0.1
10/09/2018;0
11/09/2018;0
12/09/2018;0
13/09/2018;0
14/09/2018;0.2
15/09/2018;
16/09/2018;
17/09/2018;
18/09/2018;0
19/09/2018;0
20/09/2018;0
21/09/2018;0
22/09/2018;0
23/09/2018;0
24/09/2018;0
25/09/2018;0
26/09/2018;0
27/09/2018;0
28/09/2018;0
29/09/2018;0
30/09/2018;0
01/10/2018;0
02/10/2018;0
03/10/2018;0
04/10/2018;0
05/10/2018;0
06/10/2018;0
07/10/2018;0
08/10/2018;0
09/10/2018;0.9
10/10/2018;0
11/10/2018;0.2
12/10/2018;0
13/10/2018;0
14/10/2018;8.8
15/10/2018;10.9
16/10/2018;0.4
17/10/2018;0
18/10/2018;29.1
19/10/2018;0
20/10/2018;27.8
21/10/2018;26.9
22/10/2018;0
23/10/2018;0
24/10/2018;0
25/10/2018;0
26/10/2018;2.2
27/10/2018;0
28/10/2018;0.7
29/10/2018;0
30/10/2018;27.3
31/10/2018;0.9
01/11/2018;0
02/11/2018;0
03/11/2018;0
04/11/2018;0
05/11/2018;5.9
06/11/2018;0
07/11/2018;0.5
08/11/2018;16.5
09/11/2018;0
10/11/2018;0
11/11/2018;1.2
12/11/2018;1.7
13/11/2018;0
14/11/2018;0
15/11/2018;0
16/11/2018;0
17/11/2018;0
18/11/2018;24.9
19/11/2018;7
20/11/2018;11
21/11/2018;4
22/11/2018;19.3
23/11/2018;6
24/11/2018;0
25/11/2018;10.9
26/11/2018;0.7
27/11/2018;0
28/11/2018;0
29/11/2018;0.1
30/11/2018;2.6
01/12/2018;0
02/12/2018;0
03/12/2018;0
04/12/2018;0
05/12/2018;0
06/12/2018;0
07/12/2018;0.1
08/12/2018;0
09/12/2018;0
10/12/2018;0
11/12/2018;0
12/12/2018;0
13/12/2018;4.6
14/12/2018;0
15/12/2018;0
16/12/2018;1.8
17/12/2018;0
18/12/2018;0.1
19/12/2018;4.7
20/12/2018;0
21/12/2018;0
22/12/2018;0
23/12/2018;0
24/12/2018;0
25/12/2018;0
26/12/2018;0
27/12/2018;0
28/12/2018;0
29/12/2018;0
30/12/2018;0
01/01/2019;0
02/01/2019;0
03/01/2019;0
04/01/2019;0
05/01/2019;0
06/01/2019;0
07/01/2019;0
08/01/2019;0
09/01/2019;0
10/01/2019;0
11/01/2019;0
12/01/2019;0
13/01/2019;0
14/01/2019;0
15/01/2019;0
16/01/2019;0
17/01/2019;0
18/01/2019;0
19/01/2019;5
20/01/2019;2.1
21/01/2019;0
22/01/2019;0
23/01/2019;0
24/01/2019;0
25/01/2019;0
26/01/2019;0
27/01/2019;0
28/01/2019;0
29/01/2019;0
30/01/2019;0.7
31/01/2019;5.2
01/02/2019;33
02/02/2019;0
03/02/2019;0
04/02/2019;0
05/02/2019;0
06/02/2019;0
07/02/2019;0
08/02/2019;0
09/02/2019;0
10/02/2019;0
11/02/2019;0
12/02/2019;0
13/02/2019;0
14/02/2019;0
15/02/2019;0
16/02/2019;0
17/02/2019;0
18/02/2019;0
19/02/2019;0
20/02/2019;0
21/02/2019;0
22/02/2019;0
23/02/2019;0
24/02/2019;0
25/02/2019;0
26/02/2019;0
27/02/2019;0
28/02/2019;0
01/03/2019;0
02/03/2019;0
03/03/2019;0
04/03/2019;0
05/03/2019;1.4
06/03/2019;8.8
07/03/2019;0
08/03/2019;0.1
09/03/2019;0
10/03/2019;0
11/03/2019;0
12/03/2019;0
13/03/2019;0
14/03/2019;0
15/03/2019;0
16/03/2019;0
17/03/2019;0
18/03/2019;0
19/03/2019;0
20/03/2019;0
21/03/2019;0
22/03/2019;0
23/03/2019;0
24/03/2019;0
25/03/2019;0
26/03/2019;0
27/03/2019;0
28/03/2019;0
29/03/2019;0
30/03/2019;0
31/03/2019;14.6
01/04/2019;2.5
02/04/2019;0.1
03/04/2019;0
04/04/2019;0
05/04/2019;11.1
06/04/2019;5.3
07/04/2019;2.7
08/04/2019;20.7
09/04/2019;2.2
10/04/2019;0
11/04/2019;0
12/04/2019;0
13/04/2019;0
14/04/2019;0
15/04/2019;0
16/04/2019;0
17/04/2019;0
18/04/2019;30.7
19/04/2019;0.9
20/04/2019;0
21/04/2019;0
22/04/2019;0
23/04/2019;4
24/04/2019;2.2
25/04/2019;4.3
26/04/2019;0
27/04/2019;0
28/04/2019;0
29/04/2019;0
30/04/2019;0
01/05/2019;0
02/05/2019;0
03/05/2019;0
04/05/2019;0
05/05/2019;0
06/05/2019;0
07/05/2019;0
08/05/2019;0
09/05/2019;0
10/05/2019;0
11/05/2019;0
12/05/2019;0
13/05/2019;0
14/05/2019;0
15/05/2019;0
16/05/2019;0
17/05/2019;0
18/05/2019;0
19/05/2019;0
20/05/2019;0
21/05/2019;0
22/05/2019;0
23/05/2019;0
24/05/2019;0
25/05/2019;0
26/05/2019;0
27/05/2019;0
28/05/2019;0
29/05/2019;0
30/05/2019;0
31/05/2019;0
01/06/2019;0
02/06/2019;0
03/06/2019;0
04/06/2019;0
05/06/2019;0
06/06/2019;0
07/06/2019;0
08/06/2019;0
09/06/2019;0
10/06/2019;0
11/06/2019;0
12/06/2019;0
13/06/2019;0
14/06/2019;0
15/06/2019;0
16/06/2019;0
17/06/2019;0
18/06/2019;0
19/06/2019;0
20/06/2019;0
21/06/2019;0
22/06/2019;0
23/06/2019;0
24/06/2019;0
25/06/2019;0
26/06/2019;0
27/06/2019;0
28/06/2019;0
29/06/2019;0
30/06/2019;0
01/07/2019;0
02/07/2019;0
03/07/2019;0
04/07/2019;0
05/07/2019;0
06/07/2019;0
07/07/2019;0
08/07/2019;0
09/07/2019;0
10/07/2019;0
11/07/2019;0
12/07/2019;0
13/07/2019;0
14/07/2019;0
15/07/2019;0
16/07/2019;0
17/07/2019;0
18/07/2019;0
19/07/2019;0
20/07/2019;0
21/07/2019;0
22/07/2019;0
23/07/2019;0
24/07/2019;0
25/07/2019;0
26/07/2019;0
27/07/2019;0
28/07/2019;0
29/07/2019;0
30/07/2019;0
31/07/2019;0
01/08/2019;0
02/08/2019;0
03/08/2019;0
04/08/2019;0
05/08/2019;0
06/08/2019;0
07/08/2019;0
08/08/2019;0
09/08/2019;0
10/08/2019;0
11/08/2019;0
12/08/2019;0
13/08/2019;0
14/08/2019;0
15/08/2019;0
16/08/2019;0
17/08/2019;0
18/08/2019;0
19/08/2019;0
20/08/2019;0
21/08/2019;0
22/08/2019;0
23/08/2019;0
24/08/2019;0
25/08/2019;0
26/08/2019;0
27/08/2019;0
28/08/2019;0
29/08/2019;0
30/08/2019;0
31/08/2019;0
01/09/2019;0
02/09/2019;0
03/09/2019;0
04/09/2019;0
05/09/2019;0
06/09/2019;0
07/09/2019;0
08/09/2019;0
09/09/2019;0
10/09/2019;0
11/09/2019;0
12/09/2019;0.3
13/09/2019;3.2
14/09/2019;6.5
15/09/2019;0
16/09/2019;0
17/09/2019;0.2
18/09/2019;0
19/09/2019;0
20/09/2019;0
21/09/2019;0.4
22/09/2019;0.4
23/09/2019;0
24/09/2019;0
25/09/2019;0
26/09/2019;0
27/09/2019;0
28/09/2019;0
29/09/2019;0
30/09/2019;0
01/11/2019;0
02/11/2019;0.7
03/11/2019;0
04/11/2019;0
05/11/2019;0.9
06/11/2019;0
07/11/2019;5.4
08/11/2019;0
09/11/2019;0
10/11/2019;0
11/11/2019;
12/11/2019;0
13/11/2019;0
14/11/2019;2.4
15/11/2019;0
16/11/2019;0
17/11/2019;2.1
18/11/2019;6.2
19/11/2019;0
20/11/2019;4.4
21/11/2019;63.3
22/11/2019;30.9
23/11/2019;0.9
24/11/2019;0
25/11/2019;0.8
26/11/2019;0.6
27/11/2019;0.9
28/11/2019;0
29/11/2019;0.1
30/11/2019;0
01/12/2019;2.6
02/12/2019;4.8
03/12/2019;0
04/12/2019;0
05/12/2019;0
06/12/2019;0
07/12/2019;0
08/12/2019;0
09/12/2019;0
10/12/2019;0.1
11/12/2019;0
12/12/2019;0
13/12/2019;0
14/12/2019;0
15/12/2019;0
16/12/2019;0.1
17/12/2019;2.4
18/12/2019;0
19/12/2019;27.7
20/12/2019;51
21/12/2019;2.8
22/12/2019;0
23/12/2019;0
24/12/2019;
25/12/2019;0
26/12/2019;0
27/12/2019;0
28/12/2019;0
29/12/2019;0
30/12/2019;
31/12/2019;0
01/01/2020;0
02/01/2020;0.1
03/01/2020;0
04/01/2020;0
05/01/2020;0
06/01/2020;0
07/01/2020;0
08/01/2020;0
09/01/2020;0
10/01/2020;0
11/01/2020;0
12/01/2020;0
13/01/2020;0
14/01/2020;0
15/01/2020;0
16/01/2020;0
17/01/2020;0.1
18/01/2020;7.3
19/01/2020;0.5
20/01/2020;0
21/01/2020;0
22/01/2020;8.8
23/01/2020;8.3
24/01/2020;11.3
25/01/2020;24.4
26/01/2020;0
27/01/2020;0.1
28/01/2020;0
29/01/2020;0
30/01/2020;0
31/01/2020;0
01/02/2020;0
02/02/2020;0
03/02/2020;0
04/02/2020;0
05/02/2020;0
06/02/2020;0
07/02/2020;0
08/02/2020;0
09/02/2020;0
10/02/2020;0
11/02/2020;0
12/02/2020;0
13/02/2020;0
14/02/2020;0
15/02/2020;0
16/02/2020;0
17/02/2020;0
18/02/2020;0
19/02/2020;0
20/02/2020;0
21/02/2020;0
22/02/2020;0
23/02/2020;0
24/02/2020;0
25/02/2020;0
26/02/2020;0
27/02/2020;0
28/02/2020;0
29/02/2020;1
01/03/2020;1.1
02/03/2020;1.8
03/03/2020;0
04/03/2020;0
08/03/2020;0
09/03/2020;0
10/03/2020;0
11/03/2020;0
12/03/2020;0
13/03/2020;0
14/03/2020;0
15/03/2020;0
16/03/2020;0.2
17/03/2020;1.5
18/03/2020;0
19/03/2020;0
20/03/2020;0
21/03/2020;25.5
22/03/2020;2.2
23/03/2020;2.8
24/03/2020;0
25/03/2020;0
26/03/2020;0
27/03/2020;0.4
28/03/2020;0
29/03/2020;0
30/03/2020;10.7
31/03/2020;
01/04/2020;
02/04/2020;
03/04/2020;
04/04/2020;
05/04/2020;0
06/04/2020;0.2
07/04/2020;0
08/04/2020;0
09/04/2020;0
10/04/2020;1.3
11/04/2020;0
12/04/2020;0
13/04/2020;0
14/04/2020;0
15/04/2020;12.3
16/04/2020;0
17/04/2020;0
18/04/2020;0
19/04/2020;7
20/04/2020;4.2
21/04/2020;7.3
22/04/2020;0
23/04/2020;0
24/04/2020;0
25/04/2020;6.6
26/04/2020;2.1
27/04/2020;12.5
28/04/2020;0
29/04/2020;0
30/04/2020;0.4
01/05/2020;0
02/05/2020;0
03/05/2020;0
04/05/2020;0
05/05/2020;0
06/05/2020;0
07/05/2020;0
08/05/2020;0
09/05/2020;0.4
10/05/2020;13.3
11/05/2020;1.3
12/05/2020;0.3
13/05/2020;1.7
14/05/2020;1.4
15/05/2020;0
16/05/2020;0
17/05/2020;0
18/05/2020;0
19/05/2020;0
20/05/2020;0
21/05/2020;0
22/05/2020;0
23/05/2020;0
24/05/2020;0
25/05/2020;0
26/05/2020;0
27/05/2020;0
28/05/2020;0
29/05/2020;0
30/05/2020;0
31/05/2020;5.4
01/06/2020;0.1
02/06/2020;0
03/06/2020;0
04/06/2020;0
05/06/2020;0
06/06/2020;0
07/06/2020;0
08/06/2020;0
09/06/2020;0
10/06/2020;0
11/06/2020;0
12/06/2020;0
13/06/2020;0
14/06/2020;0
15/06/2020;0
16/06/2020;0
17/06/2020;0
18/06/2020;0
19/06/2020;0
20/06/2020;0
21/06/2020;0
22/06/2020;0
23/06/2020;0
24/06/2020;0
25/06/2020;0
26/06/2020;0
27/06/2020;0
28/06/2020;0
29/06/2020;0
30/06/2020;0
01/07/2020;0
02/07/2020;0
03/07/2020;0
04/07/2020;0
05/07/2020;0
06/07/2020;0
07/07/2020;0
08/07/2020;0
09/07/2020;0
10/07/2020;0
11/07/2020;0
12/07/2020;0
13/07/2020;0
14/07/2020;0
15/07/2020;0
16/07/2020;0
17/07/2020;0
18/07/2020;0
19/07/2020;0
20/07/2020;0
21/07/2020;1.1
22/07/2020;0
23/07/2020;0
24/07/2020;0
25/07/2020;0
27/07/2020;0
28/07/2020;0
29/07/2020;0
30/07/2020;0
31/07/2020;0
01/08/2020;0
02/08/2020;0
03/08/2020;0
04/08/2020;0
05/08/2020;0
06/08/2020;0
07/08/2020;0
08/08/2020;0
09/08/2020;0
10/08/2020;0.7
11/08/2020;0.2
12/08/2020;0
13/08/2020;0
14/08/2020;0
15/08/2020;0
16/08/2020;0
17/08/2020;0
18/08/2020;0
19/08/2020;0
20/08/2020;0
21/08/2020;0
22/08/2020;0
23/08/2020;0
24/08/2020;0
25/08/2020;0
26/08/2020;0
27/08/2020;0
28/08/2020;0
29/08/2020;0
30/08/2020;0
31/08/2020;0
01/09/2020;0
02/09/2020;0
03/09/2020;0
04/09/2020;0
05/09/2020;0
06/09/2020;0
07/09/2020;0
08/09/2020;0
09/09/2020;0
10/09/2020;0
11/09/2020;0
12/09/2020;0
13/09/2020;0
14/09/2020;0
15/09/2020;0
16/09/2020;0.6
17/09/2020;0.1
18/09/2020;1.6
19/09/2020;10.5
20/09/2020;0
21/09/2020;0
22/09/2020;0
23/09/2020;0
24/09/2020;0.4
25/09/2020;0
26/09/2020;0
27/09/2020;0
28/09/2020;0
29/09/2020;0
30/09/2020;0
01/10/2020;0
02/10/2020;
03/10/2020;0
04/10/2020;0
05/10/2020;0
06/10/2020;0
07/10/2020;0
08/10/2020;0
09/10/2020;0
10/10/2020;0
11/10/2020;0
12/10/2020;0
13/10/2020;0
14/10/2020;0
15/10/2020;0
16/10/2020;0
17/10/2020;0
18/10/2020;0
19/10/2020;0
20/10/2020;4.3
21/10/2020;5.3
22/10/2020;7.1
23/10/2020;0.7
24/10/2020;0
25/10/2020;4.9
26/10/2020;0.1
27/10/2020;0
28/10/2020;0
29/10/2020;0
30/10/2020;0
31/10/2020;0
01/11/2020;0
02/11/2020;0
03/11/2020;0
04/11/2020;6.7
05/11/2020;55.1
06/11/2020;2.1
07/11/2020;8.1
08/11/2020;0.1
09/11/2020;0.3
10/11/2020;0.2
11/11/2020;0
12/11/2020;0
13/11/2020;0
14/11/2020;0.7
15/11/2020;0.1
16/11/2020;0
17/11/2020;0.1
18/11/2020;0
19/11/2020;0
20/11/2020;0
21/11/2020;0
22/11/2020;0
23/11/2020;0
24/11/2020;0
25/11/2020;16
26/11/2020;27.7
27/11/2020;1.2
28/11/2020;0.5
29/11/2020;0.4
30/11/2020;0
01/12/2020;0.1
02/12/2020;0.1
03/12/2020;0
04/12/2020;5.5
05/12/2020;0
06/12/2020;0
07/12/2020;0.7
08/12/2020;0.2
09/12/2020;0.4
10/12/2020;1.5
11/12/2020;0
12/12/2020;0
13/12/2020;0
14/12/2020;3.1
15/12/2020;1.3
16/12/2020;4.5
17/12/2020;0
18/12/2020;0.1
19/12/2020;3.2
20/12/2020;2.5
21/12/2020;0
22/12/2020;0
23/12/2020;0
24/12/2020;0
25/12/2020;0.1
26/12/2020;0
27/12/2020;0
28/12/2020;0.2
29/12/2020;0.1
30/12/2020;0
31/12/2020;0
01/01/2021;0
02/01/2021;0
03/01/2021;0
04/01/2021;0
05/01/2021;0
06/01/2021;3.7
07/01/2021;23.2
08/01/2021;33.3
09/01/2021;
10/01/2021;0
11/01/2021;0
12/01/2021;0
13/01/2021;0
14/01/2021;0
15/01/2021;0
16/01/2021;0
17/01/2021;0
18/01/2021;0
19/01/2021;0
20/01/2021;5.2
21/01/2021;1.7
22/01/2021;0.5
23/01/2021;0
24/01/2021;0
25/01/2021;0.4
26/01/2021;0.3
27/01/2021;0.1
28/01/2021;0.1
29/01/2021;0.4
30/01/2021;0.2
31/01/2021;0
01/02/2021;0
02/02/2021;0
03/02/2021;0
04/02/2021;0
05/02/2021;0.1
06/02/2021;1.7
07/02/2021;0
08/02/2021;9.9
09/02/2021;7.2
10/02/2021;
11/02/2021;
12/02/2021;
13/02/2021;
14/02/2021;
15/02/2021;
16/02/2021;0
17/02/2021;0
18/02/2021;0
19/02/2021;0.2
20/02/2021;0
21/02/2021;10.1
22/02/2021;0
23/02/2021;0
24/02/2021;0
25/02/2021;0
26/02/2021;0
27/02/2021;0
28/02/2021;0
01/03/2021;1.3
02/03/2021;0
03/03/2021;0
04/03/2021;0
05/03/2021;9.7
06/03/2021;0.5
07/03/2021;25.4
08/03/2021;0.1
09/03/2021;0
10/03/2021;0
11/03/2021;0
12/03/2021;0
13/03/2021;0
14/03/2021;0
15/03/2021;0
16/03/2021;0
17/03/2021;0
18/03/2021;0
19/03/2021;0.5
20/03/2021;0.8
21/03/2021;0
22/03/2021;0
23/03/2021;0
24/03/2021;0
25/03/2021;0
26/03/2021;
27/03/2021;
28/03/2021;
29/03/2021;
30/03/2021;
31/03/2021;0
01/04/2021;0
02/04/2021;0.6
03/04/2021;0
04/04/2021;0
05/04/2021;0
06/04/2021;0
07/04/2021;0
08/04/2021;0
09/04/2021;0
10/04/2021;0.4
11/04/2021;0.9
12/04/2021;0
13/04/2021;0
14/04/2021;0
15/04/2021;1.9
16/04/2021;3.3
17/04/2021;0
18/04/2021;0.1
19/04/2021;0
20/04/2021;0
21/04/2021;0
22/04/2021;1.1
23/04/2021;0
24/04/2021;0.3
25/04/2021;9.9
26/04/2021;16.1
27/04/2021;14.1
28/04/2021;0
29/04/2021;0
30/04/2021;0.6
01/05/2021;0
02/05/2021;0
03/05/2021;0
04/05/2021;0
05/05/2021;0
06/05/2021;0
07/05/2021;0
08/05/2021;0
09/05/2021;1
10/05/2021;0.4
11/05/2021;0
12/05/2021;0
13/05/2021;0
14/05/2021;0
15/05/2021;0
16/05/2021;0
17/05/2021;0
18/05/2021;0
19/05/2021;0
20/05/2021;0
21/05/2021;0
22/05/2021;0
23/05/2021;0.3
24/05/2021;0
25/05/2021;0
26/05/2021;0
27/05/2021;4.1
28/05/2021;0.2
29/05/2021;0
30/05/2021;0
31/05/2021;0
01/06/2021;0
02/06/2021;0
03/06/2021;0
04/06/2021;0
05/06/2021;21.7
06/06/2021;0
07/06/2021;0
08/06/2021;0
09/06/2021;0
10/06/2021;0
11/06/2021;0
12/06/2021;6.1
13/06/2021;0
14/06/2021;0
15/06/2021;0
16/06/2021;0
17/06/2021;2.4
18/06/2021;0
19/06/2021;0
20/06/2021;0
21/06/2021;0
22/06/2021;0
23/06/2021;0
24/06/2021;0
25/06/2021;0
26/06/2021;0
27/06/2021;0
28/06/2021;0
29/06/2021;0
30/06/2021;0
01/07/2021;0
02/07/2021;0
03/07/2021;0
04/07/2021;0
05/07/2021;0
06/07/2021;0
07/07/2021;0
08/07/2021;0
09/07/2021;0
10/07/2021;0
11/07/2021;0
12/07/2021;0
13/07/2021;0
14/07/2021;0
15/07/2021;0
16/07/2021;0
17/07/2021;0
18/07/2021;0
19/07/2021;0
20/07/2021;0
21/07/2021;
22/07/2021;0
23/07/2021;0
24/07/2021;0
25/07/2021;0
26/07/2021;0
27/07/2021;0
28/07/2021;0
29/07/2021;0
30/07/2021;0
31/07/2021;0
01/08/2021;0
02/08/2021;0
03/08/2021;0
04/08/2021;0
05/08/2021;0
06/08/2021;0
07/08/2021;0
08/08/2021;0
09/08/2021;0
10/08/2021;0
11/08/2021;0
12/08/2021;0
13/08/2021;0
14/08/2021;0
15/08/2021;0
16/08/2021;0
17/08/2021;0
18/08/2021;0
19/08/2021;0
20/08/2021;0
21/08/2021;0
22/08/2021;0
23/08/2021;
24/08/2021;0
25/08/2021;0.7
26/08/2021;0
27/08/2021;0
28/08/2021;0
29/08/2021;0
30/08/2021;0
31/08/2021;0
01/09/2021;0
02/09/2021;0
03/09/2021;0
04/09/2021;0
05/09/2021;0
06/09/2021;0
07/09/2021;0
08/09/2021;0
09/09/2021;0
10/09/2021;0
11/09/2021;0
12/09/2021;0
13/09/2021;0.6
14/09/2021;28.4
15/09/2021;6
16/09/2021;0
17/09/2021;0
18/09/2021;0
19/09/2021;0
20/09/2021;0
21/09/2021;0.1
22/09/2021;0.6
23/09/2021;0
24/09/2021;2.3
25/09/2021;0
26/09/2021;0
27/09/2021;0
28/09/2021;0
29/09/2021;0
30/09/2021;0
01/10/2021;0
02/10/2021;0
03/10/2021;4.7
04/10/2021;0
05/10/2021;0
06/10/2021;0
07/10/2021;0
08/10/2021;0
09/10/2021;0
10/10/2021;0
11/10/2021;0
12/10/2021;0
13/10/2021;0
14/10/2021;0
15/10/2021;0
16/10/2021;0
17/10/2021;0
18/10/2021;0
19/10/2021;0
20/10/2021;0
21/10/2021;0
22/10/2021;0
23/10/2021;0
24/10/2021;0
25/10/2021;0
26/10/2021;0
27/10/2021;0
28/10/2021;0
29/10/2021;0.1
30/10/2021;16.7
31/10/2021;3.5
01/11/2021;11.8
02/11/2021;0.1
03/11/2021;0
04/11/2021;0
05/11/2021;0
06/11/2021;0
07/11/2021;0
08/11/2021;0
09/11/2021;0
10/11/2021;0
11/11/2021;0
12/11/2021;0
13/11/2021;0
14/11/2021;0
15/11/2021;0
16/11/2021;0
17/11/2021;0
18/11/2021;0
19/11/2021;0
20/11/2021;1.6
21/11/2021;0.2
22/11/2021;0
23/11/2021;0.1
24/11/2021;0.1
25/11/2021;0.1
26/11/2021;0
27/11/2021;0.4
28/11/2021;0
29/11/2021;0
30/11/2021;0
01/12/2021;0.1
02/12/2021;0.1
03/12/2021;0
04/12/2021;0
05/12/2021;0
06/12/2021;0
07/12/2021;0
08/12/2021;1.8
